run_id,variant_topic,matched_ref_topic,layer,js_distance,top10_overlap_with_ref,variant_top10,ref_top10
C_vocab_loose_s13,0,10,institutional,0.5194830894470215,0.1,"platform, actor, dimension, innovation, capability, organization, business_model, digital, context, focus","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
C_vocab_loose_s13,1,10,institutional,0.5066811442375183,0.2,"government, custom, state, stakeholder, smart_port, concept, digital, share, change, governance","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
C_vocab_loose_s13,2,5,technology,0.3638891279697418,0.4,"blockchain, container, transaction, document, blockchain_technology, platform, network, block, bill_lading, allow","blockchain, blockchain_technology, block, tradelen, smart_contract, layer, node, chain, bill_lading, trust"
C_vocab_loose_s13,3,9,institutional,0.6767053008079529,0.1,"resilience, strategy, disruption, terminal, port_authority, resilience_strategy, prioritize, driver, relevant, problem","smart_port, indicator, smart_technology, smart, resilience, kpi, evaluation, index, weight, expert"
C_vocab_loose_s13,4,7,operational,0.6216837167739868,0.2,"msw, company, indonesia, performance, terminal, investment, agency, ship, good, term","msw, port_bar, montenegro, trade_facilitation, agency, average, administration, submit, india, format"
C_vocab_loose_s13,5,4,meta,0.45263779163360596,0.0,"sustainability, maritime, energy, operational, integration, policy, across, framework, industry, digital","publication, cluster, trend, academic, big_data, gate, theme, wave, search, topic"
C_vocab_loose_s13,6,8,operational,0.46760058403015137,0.0,"terminal, ship, container, cargo, solution, network, area, vessel, innovation, actor","pcs, export, shipment, import, send, italy, logistic_chain, freight_forwarder, import_export, layer"
C_vocab_loose_s13,7,9,institutional,0.4885709583759308,0.2,"smart_port, performance, factor, integration, indicator, variable, service_quality, impact, cargo, value","smart_port, indicator, smart_technology, smart, resilience, kpi, evaluation, index, weight, expert"
C_vocab_loose_s13,8,6,operational,0.46075764298439026,0.0,"document, ship, stakeholder, cargo, custom, platform, seaport, maritime, procedure, single_window","module, nmsw, ict, imo, nsw, traffic, prototype, pass, reporting, enter"
C_vocab_loose_s13,9,10,institutional,0.5393840074539185,0.1,"country, governance, port_authority, factor, group, stakeholder, seaport, performance, activity, conduct","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
C_vocab_loose_s13,10,3,institutional,0.6172621846199036,0.1,"strategy, smart_technology, ict, port_authority, type, portbase, platform, ship, value, benefit","barrier, terminal_operator, ict, edi, success, power, maturity_model, shipping_line, participant, knowledge_management"
C_vocab_loose_s13,11,10,institutional,0.5429144501686096,0.0,"seaport, security, project, risk, stakeholder, industry, activity, control, collaboration, change","governance, sustainability, digital_transformation, dimension, ecosystem, energy, sustainable, regional, smart_port, region"
